,Indices,Tolerances
0,525403,100.0
1,525474,100.0
2,529062,100.0
3,529800,100.0
4,550028,100.0
5,555959,100.0
6,556376,100.0
7,557030,100.0
8,569161,100.0
9,569550,100.0
10,570669,100.0
